start_time,end_time,acc_mean,acc_var,acc_kurtosis,acc_skewness,acc_median,acc_p10,acc_p25,acc_p50,acc_p75,gyro_mean,gyro_var,gyro_kurtosis,gyro_skewness,gyro_median,gyro_p10,gyro_p25,gyro_p50,gyro_p75,label
225.96853125,226.11853125000002,9.832723298958618,0.0070278073663618094,-0.6467926181545418,-0.21787892103255393,9.837810842978271,9.743694793285547,9.781328344043066,9.837810842978271,9.88446439067187,2.396277647153993,2.354287264000121,-0.3312588501410376,0.739563853861234,1.785262360858652,0.9938744879748337,1.5582616027779295,1.785262360858652,3.3023263216260563,NO MOTION
226.08853125000002,226.23853125000002,9.826070899629016,0.0006911679638174585,-0.3366316203756434,0.5289213639085313,9.81926064888022,9.803937497528333,9.813651076893454,9.81926064888022,9.83434615190935,1.1529426897684631,0.4995175728594615,-0.3181606541331461,0.681897608183402,1.0719516079022706,0.37409258697131725,0.6908345706662922,1.0719516079022706,1.410361353306581,NO MOTION
226.20853125000002,226.35853125000003,9.838111158596687,0.0007807560953343863,-0.6153209900313934,0.7117631528792518,9.827173560619517,9.813260721669483,9.818523136360477,9.827173560619517,9.85709948337845,1.789336202941028,1.7113718290945836,0.49191762833714137,1.1464287929329589,1.3740420833239795,0.7069058584884178,0.9395283091097716,1.3740420833239795,2.278755145121661,NO MOTION
226.32853125000003,226.47853125000003,9.811900456611149,0.005446803303950059,-0.23917132062837076,0.8663082845075156,9.800220162240311,9.739296371285196,9.747620110310413,9.800220162240311,9.843422399222513,4.635591183892752,2.4789397658157886,-1.2475397977196827,0.0016478152138310021,4.593409001502083,2.8105001764809705,3.382953923990061,4.593409001502083,5.895218346802883,NO MOTION
226.56853125000004,226.71853125000004,9.815167944808815,0.004203383768943515,-0.5633458461031862,-0.7493564622041139,9.814255402219773,9.736325042026891,9.787366752871579,9.814255402219773,9.874571274392297,2.3934956651869905,3.6525933150168,-0.21805162218283192,0.9482430859701836,1.6760114617746502,0.6196585553866502,0.9141415798222006,1.6760114617746502,3.2584715362515437,NO MOTION
226.68853125000004,226.83853125000005,9.833101932986008,0.0022534112211105945,-1.6056849206123673,-0.2729389449436315,9.860515293837336,9.770643946717428,9.7869389568943,9.860515293837336,9.86788723225655,3.08117313096318,3.4754143570305542,-0.9074999016727299,0.23864234110857818,3.2761913680369767,0.907881297845615,1.6535978449238544,3.2761913680369767,4.113543284440858,NO MOTION
226.80853125000004,226.95853125000005,9.825893193652822,0.0005768554985870624,-1.0770505215893655,0.037311654564418345,9.830807293910302,9.796873937635269,9.807166890646801,9.830807293910302,9.840506495127618,0.6581846163180082,0.15806621941374496,-1.2816332058920772,0.12607430027253874,0.6985875535679117,0.174308422464679,0.35609255899525927,0.6985875535679117,0.9312788096106288,NO MOTION
226.92853125000005,227.07853125000005,9.826235086356434,0.0003003633720605401,-1.3904770879305663,0.5588856768512004,9.815194766279475,9.81094394987729,9.81285565246285,9.815194766279475,9.840368329406605,0.286338428737212,0.0675631899425903,-1.4604445969958697,0.31995643473501856,0.19299380819083292,0.0,0.052827549630850755,0.19299380819083292,0.5022328302834409,NO MOTION
227.04853125000005,227.19853125000006,9.833224676703647,0.00045155871642951317,-1.395249685159904,0.028571928064708887,9.834532169888494,9.809219837297245,9.811817629200124,9.834532169888494,9.85038859765675,0.38422923175358936,0.06985738746604651,-0.19173813583979715,0.5083009936088311,0.4073848077779679,0.07395856948319107,0.21511861875166355,0.4073848077779679,0.4703280401744708,NO MOTION
227.16853125000006,227.31853125000006,9.826400517674383,0.0005624249986521147,-1.5468461079564746,-0.0812150448231741,9.826515880345456,9.797077942509143,9.80873415775778,9.826515880345456,9.846698623815177,0.683138914026968,0.20764750414205466,-0.8460820134426017,0.5812403302711368,0.5355309202034888,0.2478905349735948,0.35772378407822014,0.5355309202034888,0.9797498098416337,NO MOTION
227.28853125000006,227.43853125000007,9.827634041914033,0.00021890446245525485,-0.5444670881245828,-0.3058291647229501,9.824647341743821,9.81360056858805,9.821234739418124,9.824647341743821,9.83986219772509,0.630047586041176,0.14973442682368682,1.0260375093013856,1.334255146549725,0.5508702145278331,0.3148020562122831,0.37124579458897583,0.5508702145278331,0.7355523775016041,NO MOTION
227.52853125000007,227.67853125000008,9.842872316978656,0.003812071655217467,-0.794283765868018,0.49894595105878403,9.835335212894373,9.772147163397273,9.795132653530528,9.835335212894373,9.875533996604126,2.635609750974066,5.957194039141849,-0.23341258858639202,1.0567597662457835,1.7795447788690228,0.6886475890810595,1.107112394432363,1.7795447788690228,3.393679101993918,NO MOTION
227.64853125000008,227.79853125000008,9.813197443723604,0.007208881925122,-0.4438384760891414,-0.6314610964730156,9.799253467484142,9.719696350053374,9.782802830509393,9.799253467484142,9.879208681221549,6.307840091033735,1.3504887745189476,-0.2994050317338206,-0.6690136897268033,6.1984841453374715,5.071079579626673,5.928276229892596,6.1984841453374715,7.200611566259413,NO MOTION
227.76853125000008,227.9185312500001,9.853610474571994,0.004395698262218019,-0.7272744400035291,0.26877065454611715,9.857257004359782,9.781149119039485,9.807322942181278,9.857257004359782,9.888567324469298,2.8921798787320414,3.8645207604860836,-1.4723725984509455,0.10631383105568774,2.4498082088196207,0.633477118727419,1.3235423571318148,2.4498082088196207,4.593534250620378,NO MOTION
